movie,rt_critic,rt_audience,year,runtime,genre,imdb,meta,imdb_votes
The 15:17 to Paris,23.0,37.0,2018,94 min,"Biography, Drama, Thriller",5.3,45,29547
Late Night,80.0,77.0,2019,102 min,"Comedy, Drama",6.5,70,29526
Goya's Ghosts,30.0,57.0,2006,113 min,"Biography, Drama, History",6.9,52,29517
High Life,82.0,42.0,2018,113 min,"Adventure, Drama, Horror",5.8,77,29511
Pontypool,84.0,68.0,2008,93 min,"Fantasy, Horror, Thriller",6.6,54,29472
The Vast of Night,92.0,66.0,2019,91 min,"Drama, Mystery, Sci-Fi",6.7,84,29441
Time Trap,58.0,65.0,2017,87 min,"Action, Adventure, Mystery",6.3,46,29439
8 femmes,79.0,76.0,2002,111 min,"Comedy, Crime, Musical",7.1,64,29434
The Human Stain,42.0,48.0,2003,106 min,"Drama, Romance, Thriller",6.2,57,29411
Vampire Hunter D: Bloodlust,72.0,86.0,2000,103 min,"Animation, Action, Fantasy",7.7,62,29379
Gods and Monsters,95.0,83.0,1998,105 min,"Biography, Drama",7.3,74,29358
Frankie and Johnny,66.0,67.0,1991,118 min,"Comedy, Drama, Romance",6.8,66,29355
Angels in the Outfield,33.0,49.0,1994,102 min,"Comedy, Family, Fantasy",6.2,44,29344
Anacondas: The Hunt for the Blood Orchid,26.0,27.0,2004,97 min,"Action, Adventure, Horror",4.7,40,29327
Sliver,11.0,28.0,1993,107 min,"Drama, Thriller",5.1,38,29322
Coming 2 America,51.0,45.0,2021,110 min,Comedy,5.4,52,29314
Last Holiday,56.0,67.0,2006,112 min,"Adventure, Comedy, Romance",6.5,52,29312
Aus dem Nichts,77.0,71.0,2017,106 min,"Crime, Drama, Thriller",7.1,65,29302
No se aceptan devoluciones,57.0,89.0,2013,115 min,"Comedy, Drama",7.5,55,29281
Paranoid Park,77.0,65.0,2007,85 min,"Crime, Drama, Mystery",6.7,83,29271
The Prophecy,43.0,64.0,1995,98 min,"Action, Crime, Drama",6.5,44,29260
Spartan,65.0,62.0,2004,106 min,"Action, Crime, Drama",6.5,60,29257
Happythankyoumoreplease,42.0,60.0,2010,100 min,"Comedy, Drama, Romance",6.8,45,29174
Undisputed,48.0,46.0,2002,96 min,"Action, Crime, Drama",6.2,58,29136
Slender Man,8.0,17.0,2018,93 min,"Horror, Mystery, Thriller",3.2,30,29127
Hatchet,55.0,45.0,2006,93 min,"Comedy, Horror, Thriller",5.7,57,29115
Dumplin',86.0,73.0,2018,110 min,"Comedy, Drama",6.6,53,29106
Howards End,94.0,82.0,1992,142 min,"Drama, Romance",7.4,88,29090
An Unfinished Life,52.0,67.0,2005,108 min,"Drama, Family, Romance",7.0,49,29071
Playing for Keeps,4.0,41.0,2012,105 min,"Comedy, Romance, Sport",5.7,27,29017
Honey Boy,94.0,92.0,2019,94 min,Drama,7.3,73,29005
To All the Boys: P.S. I Still Love You,75.0,39.0,2020,101 min,"Comedy, Drama, Romance",6.0,54,28995
Village of the Damned,31.0,27.0,1995,98 min,"Horror, Sci-Fi, Thriller",5.7,41,28982
Bound by Honor,55.0,94.0,1993,180 min,"Crime, Drama",8.0,47,28982
The End of the Tour,92.0,81.0,2015,106 min,"Biography, Drama",7.3,82,28926
Nixon,75.0,74.0,1995,192 min,"Biography, Drama, History",7.1,66,28910
At Eternity's Gate,79.0,64.0,2018,111 min,"Biography, Drama",6.9,76,28872
Mermaids,74.0,70.0,1990,110 min,"Comedy, Drama, Romance",6.7,56,28870
The Half of It,97.0,81.0,2020,104 min,"Comedy, Drama, Romance",6.9,74,28831
School for Scoundrels,26.0,52.0,2006,100 min,Comedy,5.9,44,28810
Nanny McPhee and the Big Bang,75.0,55.0,2010,109 min,"Comedy, Family, Fantasy",6.1,52,28808
"To Wong Foo Thanks for Everything, Julie Newmar",39.0,71.0,1995,109 min,"Comedy, Drama",6.6,60,28808
Jason Goes to Hell: The Final Friday,16.0,24.0,1993,87 min,"Fantasy, Horror, Thriller",4.2,17,28806
Problem Child,0.0,42.0,1990,81 min,"Comedy, Family",5.5,27,28803
Sorority Row,25.0,31.0,2009,101 min,"Horror, Mystery",5.1,24,28796
Home Again,32.0,44.0,2017,97 min,"Comedy, Drama, Romance",5.8,41,28773
The Art of War,16.0,36.0,2000,117 min,"Action, Adventure, Crime",5.7,30,28770
On the Basis of Sex,73.0,76.0,2018,120 min,"Biography, Drama",7.1,59,28650
The Big Hit,43.0,57.0,1998,91 min,"Action, Comedy, Crime",6.1,31,28613
L'ennemi public n°1,82.0,84.0,2008,133 min,"Action, Biography, Crime",7.5,72,28576
Murder at 1600,33.0,42.0,1997,107 min,"Action, Crime, Drama",6.1,47,28546
Z for Zachariah,79.0,45.0,2015,98 min,"Drama, Sci-Fi, Thriller",6.0,68,28519
The Titan,,,2018,97 min,"Drama, Mystery, Romance",4.8,33,28502
The Darkest Minds,15.0,73.0,2018,104 min,"Action, Adventure, Drama",5.7,39,28488
Antitrust,24.0,50.0,2001,108 min,"Action, Crime, Drama",6.1,31,28484
My Big Fat Greek Wedding 2,27.0,53.0,2016,94 min,"Comedy, Romance",6.0,37,28472
Thinner,15.0,30.0,1996,93 min,"Fantasy, Horror",5.8,33,28450
Club Dread,29.0,44.0,2004,104 min,"Comedy, Horror, Mystery",5.7,45,28446
A Street Cat Named Bob,77.0,76.0,2016,103 min,"Biography, Drama, Family",7.4,54,28443
One Night at McCool's,33.0,39.0,2001,93 min,"Comedy, Crime",6.1,46,28432
The Greatest Game Ever Played,63.0,82.0,2005,120 min,"Biography, Drama, Sport",7.4,55,28408
Belle,84.0,82.0,2013,100 min,"Biography, Drama, Romance",7.3,64,28406
How I Live Now,65.0,55.0,2013,101 min,"Action, Drama, Romance",6.5,57,28395
Hard Ball,41.0,70.0,2001,106 min,"Drama, Sport",6.4,48,28391
The Perfect Man,6.0,58.0,2005,100 min,"Comedy, Family, Romance",5.5,27,28371
Hours,61.0,60.0,2013,97 min,"Drama, Thriller",6.4,55,28350
Les invasions barbares,81.0,89.0,2003,99 min,"Comedy, Crime, Drama",7.6,70,28348
Virtuosity,32.0,32.0,1995,106 min,"Action, Crime, Sci-Fi",5.6,39,28344
Pushing Tin,48.0,42.0,1999,124 min,"Comedy, Drama, Romance",6.0,47,28334
You Can Count on Me,95.0,88.0,2000,111 min,Drama,7.5,85,28314
1492: Conquest of Paradise,32.0,50.0,1992,154 min,"Adventure, Biography, Drama",6.5,47,28311
Open Grave,22.0,39.0,2013,102 min,"Horror, Mystery, Thriller",6.2,33,28307
Taking Woodstock,48.0,47.0,2009,120 min,"Biography, Comedy, Drama",6.7,55,28305
My Boss's Daughter,8.0,23.0,2003,86 min,"Comedy, Romance",4.7,15,28302
Don't Tell Mom the Babysitter's Dead,36.0,57.0,1991,102 min,Comedy,6.3,35,28271
Weekend,95.0,86.0,2011,97 min,"Drama, Romance",7.6,81,28249
The Art of Self-Defense,84.0,63.0,2019,104 min,"Action, Comedy, Crime",6.7,65,28246
Borg McEnroe,84.0,74.0,2017,107 min,"Biography, Drama, Sport",6.9,63,28236
Bus 657,29.0,41.0,2015,93 min,"Action, Crime, Drama",6.1,37,28220
Fido,,,2006,93 min,"Comedy, Drama, Horror",6.7,70,28209
Barnyard,22.0,52.0,2006,90 min,"Animation, Adventure, Comedy",5.6,42,28134
Joyeux Noël,,,2005,116 min,"Drama, History, Music",7.7,70,28093
Lone Star,94.0,83.0,1996,135 min,"Drama, Mystery",7.4,78,28093
Pulse,11.0,28.0,2006,90 min,"Horror, Sci-Fi, Thriller",4.8,27,28079
Another Year,93.0,74.0,2010,129 min,"Comedy, Drama",7.3,80,28047
The Tailor of Panama,77.0,46.0,2001,109 min,"Comedy, Drama, Thriller",6.1,66,28040
Equals,36.0,42.0,2015,101 min,"Drama, Romance, Sci-Fi",6.1,43,28032
The Lords of Salem,46.0,30.0,2012,101 min,"Horror, Thriller",5.1,57,28003
Braven,77.0,74.0,2018,94 min,"Action, Thriller",5.9,61,27996
Tracks,82.0,77.0,2013,112 min,"Adventure, Biography, Drama",7.2,78,27996
Gin gwai,,,2002,99 min,"Drama, Fantasy, Horror",6.7,66,27991
Dragon: The Bruce Lee Story,74.0,79.0,1993,120 min,"Action, Biography, Drama",7.0,69,27984
J'ai tué ma mère,83.0,81.0,2009,96 min,"Drama, Romance",7.5,77,27962
Lord of the Flies,60.0,52.0,1990,90 min,"Adventure, Drama, Thriller",6.4,49,27949
Miss Potter,67.0,68.0,2006,88 min,"Biography, Drama, Romance",6.9,57,27937
The Aeronauts,72.0,95.0,2019,100 min,"Action, Adventure, Drama",6.6,60,27888
Look Who's Talking Now,0.0,29.0,1993,96 min,"Comedy, Family, Romance",4.4,26,27887
Singles,79.0,72.0,1992,99 min,"Comedy, Drama, Romance",6.7,71,27882
Universal Soldier: The Return,5.0,24.0,1999,83 min,"Action, Sci-Fi",4.2,24,27881
The Man Without a Face,65.0,64.0,1993,115 min,Drama,6.7,62,27858
A Little Bit of Heaven,4.0,52.0,2011,107 min,"Comedy, Drama, Fantasy",6.3,14,27820
The Conspirator,56.0,61.0,2010,122 min,"Crime, Drama, History",6.9,55,27817
Friends with Money,72.0,40.0,2006,88 min,"Comedy, Drama, Romance",5.7,68,27811
Clouds of Sils Maria,90.0,65.0,2014,124 min,Drama,6.7,79,27778
Mighty Joe Young,54.0,40.0,1998,114 min,"Action, Adventure, Family",5.6,51,27770
Tsotsi,82.0,86.0,2005,95 min,"Crime, Drama",7.2,70,27767
Tangerine,96.0,76.0,2015,88 min,"Comedy, Crime, Drama",7.1,86,27738
Delhi Belly,89.0,82.0,2011,103 min,"Action, Comedy, Crime",7.6,66,27735
Things We Lost in the Fire,65.0,73.0,2007,118 min,Drama,7.2,63,27734
Hellraiser III: Hell on Earth,42.0,35.0,1992,97 min,Horror,5.5,50,27713
The Good Liar,63.0,85.0,2019,109 min,"Crime, Drama, Mystery",6.6,55,27684
Freaks,88.0,86.0,2018,105 min,"Drama, Mystery, Sci-Fi",6.7,63,27683
Hard to Kill,38.0,47.0,1990,96 min,"Action, Crime, Drama",5.8,41,27648
Pieces of a Woman,76.0,87.0,2020,126 min,Drama,7.1,66,27614
Les amours imaginaires,73.0,71.0,2010,101 min,"Drama, Romance",7.1,70,27597
Confessions of a Teenage Drama Queen,14.0,35.0,2004,89 min,"Comedy, Family, Music",4.7,33,27589
Unfriended: Dark Web,60.0,39.0,2018,92 min,"Horror, Mystery, Thriller",5.9,53,27588
Species II,9.0,18.0,1998,93 min,"Action, Horror, Sci-Fi",4.5,19,27579
X+Y,50.0,28.0,2014,111 min,"Drama, Romance",7.1,65,27577
A Civil Action,61.0,55.0,1998,115 min,Drama,6.6,68,27575
Blindspotting,94.0,87.0,2018,95 min,"Comedy, Crime, Drama",7.4,77,27573
Palo Alto,69.0,49.0,2013,100 min,Drama,6.2,69,27532
FernGully: The Last Rainforest,63.0,64.0,1992,76 min,"Animation, Adventure, Family",6.5,67,27512
A Bigger Splash,89.0,58.0,2015,125 min,"Drama, Music, Thriller",6.4,74,27510
Rabbit-Proof Fence,88.0,86.0,2002,94 min,"Adventure, Biography, Drama",7.4,80,27501
Tau,25.0,48.0,2018,97 min,"Sci-Fi, Thriller",5.8,43,27474
Primary Colors,81.0,64.0,1998,143 min,"Comedy, Drama",6.6,70,27458
The Babysitter: Killer Queen,48.0,62.0,2020,101 min,"Comedy, Horror",5.8,22,27457
Nell,55.0,64.0,1994,112 min,Drama,6.5,60,27442
Take This Waltz,79.0,58.0,2011,116 min,"Comedy, Drama",6.6,68,27403
Cronos,91.0,69.0,1993,94 min,"Fantasy, Horror",6.7,70,27357
12 Rounds,30.0,45.0,2009,108 min,"Action, Crime, Thriller",5.6,38,27354
The Strangers: Prey at Night,39.0,35.0,2018,85 min,Horror,5.2,48,27329
Serena,16.0,23.0,2014,109 min,"Drama, History, Romance",5.4,36,27276
The Next Karate Kid,7.0,24.0,1994,107 min,"Action, Drama, Family",4.5,36,27276
To the Wonder,47.0,37.0,2012,112 min,"Drama, Romance",5.9,58,27269
The Quiet American,87.0,72.0,2002,101 min,"Drama, Romance, Thriller",7.0,84,27257
Cam,93.0,53.0,2018,94 min,"Drama, Horror, Mystery",5.9,71,27254
Countdown,26.0,72.0,2019,90 min,"Horror, Thriller",5.4,31,27226
The Necessary Death of Charlie Countryman,27.0,49.0,2013,103 min,"Comedy, Drama, Romance",6.4,31,27212
Gringo,40.0,39.0,2018,111 min,"Action, Comedy, Crime",6.1,46,27188
Liu lang di qiu,,,2019,125 min,"Action, Sci-Fi",6.0,57,27185
The Good Lie,87.0,82.0,2014,110 min,"Biography, Drama",7.4,65,27175
Mignonnes,87.0,15.0,2020,96 min,Drama,3.1,67,27174
Now and Then,32.0,82.0,1995,100 min,"Comedy, Drama, Romance",6.8,50,27170
Serial Mom,64.0,72.0,1994,95 min,"Comedy, Crime, Thriller",6.8,64,27158
The Sisterhood of the Traveling Pants 2,65.0,66.0,2008,119 min,"Comedy, Drama, Romance",6.2,63,27146
Torque,23.0,41.0,2004,84 min,"Action, Comedy, Crime",4.1,41,27129
But I'm a Cheerleader,41.0,74.0,1999,85 min,"Comedy, Drama, Romance",6.7,39,27100
Drop Dead Fred,11.0,77.0,1991,103 min,"Comedy, Drama, Fantasy",6.0,25,27086
Waiting for Guffman,91.0,91.0,1996,84 min,Comedy,7.5,71,27079
Air America,13.0,35.0,1990,113 min,"Action, Comedy, War",5.8,33,27076
The Replacement Killers,36.0,47.0,1998,87 min,"Action, Crime, Thriller",6.2,42,27033
Do lok tin si,,,1995,99 min,"Comedy, Crime, Drama",7.7,71,27022
Rare Exports,90.0,70.0,2010,84 min,"Adventure, Fantasy, Horror",6.7,71,27018
White Bird in a Blizzard,54.0,43.0,2014,91 min,"Drama, Mystery, Thriller",6.4,51,27017
Pollock,80.0,74.0,2000,122 min,"Biography, Drama",7.0,77,26989
Sightseers,85.0,62.0,2012,88 min,"Adventure, Comedy, Crime",6.5,69,26974
Between Two Ferns: The Movie,74.0,43.0,2019,82 min,Comedy,6.1,59,26973
The Bad Batch,46.0,30.0,2016,118 min,"Action, Horror, Mystery",5.3,62,26947
Memphis Belle,67.0,79.0,1990,107 min,"Action, Drama, War",6.9,59,26906
Raise Your Voice,15.0,71.0,2004,107 min,"Family, Music, Musical",5.9,33,26890
Third Person,25.0,34.0,2013,137 min,"Drama, Romance",6.3,38,26887
Dirty Dancing 2,23.0,73.0,2004,86 min,"Drama, Music, Romance",6.0,39,26879
Happiest Season,82.0,76.0,2020,102 min,"Comedy, Drama, Romance",6.6,69,26852
Thanks for Sharing,50.0,43.0,2012,112 min,"Comedy, Drama, Romance",6.4,54,26839
A Mighty Heart,79.0,70.0,2007,108 min,"Biography, Drama, History",6.6,74,26839
What Maisie Knew,87.0,80.0,2012,99 min,Drama,7.4,74,26835
Riding in Cars with Boys,49.0,66.0,2001,132 min,"Biography, Comedy, Drama",6.5,43,26830
Testament of Youth,84.0,78.0,2014,129 min,"Biography, Drama, History",7.3,76,26829
Win a Date with Tad Hamilton!,54.0,47.0,2004,96 min,"Comedy, Romance",5.6,52,26809
"Yours, Mine & Ours",6.0,51.0,2005,88 min,"Comedy, Family, Fantasy",5.5,38,26795
Peaceful Warrior,25.0,76.0,2006,120 min,"Drama, Romance, Sport",7.3,40,26792
Gongdong gyeongbi guyeok JSA,87.0,91.0,2000,110 min,"Action, Drama, Thriller",7.8,58,26787
The Nut Job,12.0,43.0,2014,85 min,"Animation, Adventure, Comedy",5.7,37,26777
The Woman in Black 2: Angel of Death,23.0,24.0,2014,98 min,"Drama, Horror, Thriller",4.8,42,26720
Max Manus,79.0,83.0,2008,118 min,"Action, Biography, Drama",7.3,60,26673
Secretariat,63.0,76.0,2010,123 min,"Biography, Drama, Family",7.2,61,26667
Virus,12.0,21.0,1999,99 min,"Action, Horror, Sci-Fi",5.0,19,26648
Stick It,31.0,73.0,2006,103 min,"Comedy, Drama, Sport",6.4,53,26623
Loser,24.0,35.0,2000,98 min,"Comedy, Romance",5.3,35,26621
Son of a Gun,,,2014,108 min,"Action, Crime, Drama",6.4,49,26607
Il racconto dei racconti - Tale of Tales,83.0,56.0,2015,134 min,"Drama, Fantasy, Horror",6.4,72,26599
"Game Over, Man!",18.0,46.0,2018,101 min,"Action, Comedy",5.4,32,26584
Good Burger,32.0,63.0,1997,95 min,"Comedy, Family",5.7,41,26581
Mandela: Long Walk to Freedom,62.0,68.0,2013,141 min,"Biography, Drama, History",7.1,60,26579
Freeway,77.0,76.0,1996,102 min,"Comedy, Crime, Drama",6.8,61,26577
Miss Pettigrew Lives for a Day,78.0,71.0,2008,92 min,"Comedy, Romance",7.1,63,26569
The Lady in the Van,89.0,64.0,2015,104 min,"Biography, Comedy, Drama",6.7,70,26561
Diary of a Wimpy Kid: Rodrick Rules,47.0,61.0,2011,100 min,"Comedy, Family",6.5,51,26544
Pump Up the Volume,81.0,84.0,1990,102 min,"Comedy, Drama, Music",7.2,77,26509
Double Trouble,,,2009,105 min,"Comedy, Crime, Drama",6.4,58,26489
Kundun,75.0,79.0,1997,134 min,"Biography, Drama, History",7.0,74,26451
Bugsy,85.0,69.0,1991,136 min,"Biography, Crime, Drama",6.8,80,26446
Samâ uôzu,,60.0,2009,114 min,"Animation, Action, Adventure",7.5,63,26441
Table 19,25.0,40.0,2017,87 min,"Comedy, Drama, Romance",5.8,40,26437
Turbo Kid,91.0,77.0,2015,93 min,"Action, Adventure, Comedy",6.7,60,26425
Greta,60.0,42.0,2018,98 min,"Drama, Mystery, Thriller",6.0,54,26394
The Indian in the Cupboard,73.0,41.0,1995,96 min,"Drama, Family, Fantasy",6.0,58,26394
Boomerang,43.0,59.0,1992,117 min,"Comedy, Drama, Romance",5.6,45,26362
Suicide Kings,34.0,74.0,1997,106 min,"Comedy, Crime, Drama",6.9,43,26345
Ma Rainey's Black Bottom,98.0,76.0,2020,94 min,"Drama, Music",7.1,87,26328
Your Sister's Sister,83.0,66.0,2011,90 min,"Comedy, Drama, Romance",6.7,72,26316
I Kill Giants,78.0,75.0,2017,106 min,"Drama, Fantasy, Thriller",6.2,74,26306
Cutthroat Island,38.0,40.0,1995,124 min,"Action, Adventure, Comedy",5.7,37,26265
Reno 911!: Miami,34.0,51.0,2007,80 min,"Comedy, Crime",5.9,47,26262
The Exorcist III,58.0,56.0,1990,110 min,"Drama, Horror, Mystery",6.4,48,26246
Things to Do in Denver When You're Dead,33.0,72.0,1995,115 min,"Crime, Drama, Thriller",6.8,46,26224
Stealing Beauty,51.0,75.0,1996,118 min,"Drama, Mystery, Romance",6.6,60,26215
A Mighty Wind,87.0,75.0,2003,91 min,"Comedy, Music",7.2,81,26187
Beyond Borders,14.0,72.0,2003,127 min,"Adventure, Drama, Romance",6.5,32,26165
Freaky,83.0,80.0,2020,102 min,"Comedy, Horror, Thriller",6.3,66,26154
The Jane Austen Book Club,66.0,67.0,2007,106 min,"Comedy, Drama, Romance",6.8,61,26149
Playing It Cool,14.0,33.0,2014,94 min,"Comedy, Romance",6.0,30,26141
Dead Again,83.0,77.0,1991,107 min,"Crime, Drama, Mystery",6.9,66,26118
Bio-Dome,4.0,51.0,1996,88 min,Comedy,4.5,1,26086
Cry Wolf,24.0,51.0,2005,90 min,"Drama, Horror, Mystery",5.8,39,26048
The Magdalene Sisters,91.0,89.0,2002,114 min,Drama,7.7,83,26029
I Know Who Killed Me,9.0,26.0,2007,106 min,"Crime, Mystery, Thriller",3.6,16,26008
See No Evil,9.0,50.0,2006,84 min,"Action, Horror, Thriller",5.1,17,26002
Ned Kelly,55.0,53.0,2003,110 min,"Action, Adventure, Biography",6.5,56,25985
Mr. Church,24.0,80.0,2016,104 min,"Comedy, Drama",7.7,37,25955
SLC Punk!,,,1998,97 min,"Comedy, Drama, Music",7.5,50,25955
You Got Served,14.0,70.0,2004,95 min,"Drama, Music",3.9,37,25951
Hollywood Ending,46.0,49.0,2002,112 min,"Comedy, Romance",6.6,46,25922
The Watcher,11.0,29.0,2000,97 min,"Crime, Drama, Mystery",5.3,22,25918
The Watcher,11.0,29.0,2018,103 min,"Mystery, Thriller",4.6,33,5798
The Watcher,21.0,9.0,2000,97 min,"Crime, Drama, Mystery",5.3,22,25918
The Watcher,21.0,9.0,2018,103 min,"Mystery, Thriller",4.6,33,5798
Marrowbone,49.0,57.0,2017,110 min,"Drama, Horror, Mystery",6.7,63,25911
Metro,15.0,27.0,1997,117 min,"Action, Comedy, Crime",5.5,41,25891
Rollerball,3.0,14.0,2002,98 min,"Action, Sci-Fi, Sport",3.1,14,25842
Marvin's Room,84.0,63.0,1996,98 min,Drama,6.7,68,25842
Heaven Is for Real,51.0,66.0,2014,99 min,"Biography, Drama, Family",5.8,47,25830
Top Five,85.0,64.0,2014,102 min,"Comedy, Romance",6.4,81,25812
Max,37.0,70.0,2015,111 min,"Adventure, Drama, Family",6.7,47,25809
Max,37.0,70.0,2002,106 min,"Drama, War",6.5,56,7005
Max,69.0,64.0,2015,111 min,"Adventure, Drama, Family",6.7,47,25809
Max,69.0,64.0,2002,106 min,"Drama, War",6.5,56,7005
Dom Hemingway,56.0,38.0,2013,93 min,"Comedy, Crime, Drama",6.2,55,25771
Friday After Next,26.0,75.0,2002,85 min,"Comedy, Drama",5.8,35,25765
Valentine,12.0,33.0,2001,96 min,"Horror, Mystery, Thriller",4.9,18,25760
Hillbilly Elegy,25.0,85.0,2020,116 min,Drama,6.8,38,25759
Disobedience,84.0,75.0,2017,114 min,"Drama, Romance",6.6,74,25754
The Bay,76.0,43.0,2012,84 min,"Horror, Sci-Fi, Thriller",5.6,65,25721
Cell,11.0,17.0,2016,98 min,"Action, Adventure, Horror",4.4,38,25708
Honest Thief,39.0,87.0,2020,99 min,"Action, Crime, Drama",6.0,46,25677
Book Club,54.0,51.0,2018,104 min,"Comedy, Drama, Romance",6.1,53,25673
View from the Top,14.0,34.0,2003,87 min,"Comedy, Romance",5.3,27,25648
God's Own Country,98.0,87.0,2017,104 min,"Drama, Romance",7.7,85,25644
"Mystery, Alaska",37.0,66.0,1999,119 min,"Comedy, Drama, Sport",6.7,49,25639
Selena,65.0,77.0,1997,127 min,"Biography, Drama, Music",6.8,67,25637
Wonder Wheel,32.0,42.0,2017,101 min,Drama,6.2,45,25632
"Big Mommas: Like Father, Like Son",5.0,58.0,2011,107 min,"Action, Comedy, Crime",4.4,22,25631
Mistress America,81.0,66.0,2015,84 min,"Comedy, Drama",6.7,75,25623
His House,100.0,75.0,2020,93 min,"Drama, Horror, Thriller",6.5,72,25611
Snow Dogs,25.0,39.0,2002,99 min,"Adventure, Comedy, Family",5.2,29,25477
Heavyweights,29.0,77.0,1995,100 min,"Comedy, Drama, Family",6.7,42,25466
Destroyer,73.0,50.0,2018,121 min,"Action, Crime, Drama",6.2,62,25446
Profession: Heartbreaker,68.0,66.0,2010,105 min,"Comedy, Romance",6.7,59,25435
The Art of Racing in the Rain,43.0,96.0,2019,109 min,"Comedy, Drama, Romance",7.6,43,25421
Rookie of the Year,35.0,52.0,1993,103 min,"Comedy, Family, Fantasy",6.1,53,25421
The Grifters,91.0,70.0,1990,110 min,"Crime, Drama, Thriller",6.9,86,25412
Risen,53.0,70.0,2016,107 min,"Action, Drama, History",6.3,51,25390
The Warrior's Way,31.0,47.0,2010,100 min,"Action, Fantasy, Western",6.3,45,25388
Mighty Morphin Power Rangers: The Movie,37.0,56.0,1995,95 min,"Action, Adventure, Family",5.3,40,25349
Bleed for This,69.0,69.0,2016,117 min,"Biography, Drama, Sport",6.8,62,25341
Bright Star,82.0,68.0,2009,119 min,"Biography, Drama, Romance",6.9,81,25321
The Disappearance of Alice Creed,81.0,67.0,2009,100 min,"Crime, Thriller",6.7,65,25276
Barb Wire,27.0,14.0,1996,98 min,"Action, Sci-Fi",3.3,40,25275
A Love Song for Bobby Long,43.0,80.0,2004,119 min,Drama,7.1,48,25257
Waking Ned,84.0,88.0,1998,91 min,Comedy,7.3,71,25251
Sex Actually,,,2014,96 min,"Comedy, Drama, Romance",7.1,46,25249
Paranormal Activity: The Ghost Dimension,14.0,27.0,2015,88 min,"Horror, Mystery",4.6,30,25247
Strictly Ballroom,93.0,87.0,1992,94 min,"Comedy, Drama, Music",7.2,72,25183
The Relic,36.0,34.0,1997,110 min,"Horror, Mystery, Sci-Fi",5.8,55,25182
The Assassination of Richard Nixon,67.0,69.0,2004,95 min,"Biography, Crime, Drama",6.9,63,25181
Point of No Return,52.0,50.0,1993,109 min,"Action, Crime, Drama",6.1,53,25176
Kapitein Onderbroek,87.0,61.0,2017,89 min,"Animation, Action, Comedy",6.2,69,25171
Yip Man 4,84.0,95.0,2019,107 min,"Action, Biography, Drama",7.0,62,25165
Autumn in New York,,,2000,103 min,"Drama, Romance",5.7,24,25158
Destination Wedding,51.0,57.0,2018,87 min,"Comedy, Drama, Romance",6.0,46,25150
Black Christmas,16.0,37.0,2006,95 min,Horror,4.6,22,25140
Black Christmas,16.0,37.0,2019,92 min,"Horror, Mystery, Thriller",3.4,49,12204
Black Christmas,38.0,31.0,2006,95 min,Horror,4.6,22,25140
Black Christmas,38.0,31.0,2019,92 min,"Horror, Mystery, Thriller",3.4,49,12204
Ice Princess,52.0,58.0,2005,98 min,"Comedy, Drama, Family",6.0,55,25136
Baby Geniuses,2.0,24.0,1999,97 min,"Comedy, Crime, Family",2.7,6,25123
Ghostland,56.0,56.0,2018,91 min,"Drama, Horror, Mystery",6.4,44,25118
The Perfect Host,45.0,55.0,2010,93 min,"Comedy, Crime, Thriller",6.8,48,25116
Knight of Cups,47.0,37.0,2015,118 min,"Drama, Romance",5.7,53,25096
The Vanishing,,,2010,92 min,"Horror, Mystery, Thriller",4.9,50,25062
The Vanishing,,,1993,109 min,"Drama, Horror, Mystery",6.3,49,23455
A Walk in the Woods,47.0,48.0,2015,104 min,"Adventure, Biography, Comedy",6.4,51,25056
Gräns,92.0,69.0,2018,110 min,"Crime, Drama, Fantasy",7.0,75,25050
Queen & Slim,83.0,92.0,2019,132 min,"Crime, Drama, Romance",7.1,74,25034
A Guide to Recognizing Your Saints,75.0,73.0,2006,100 min,"Crime, Drama",7.0,67,25027
The Truth About Cats & Dogs,85.0,56.0,1996,97 min,"Comedy, Romance",6.2,64,25012
Goodbye Christopher Robin,63.0,71.0,2017,107 min,"Biography, Drama, Family",7.1,54,24998
Spring,85.0,71.0,2014,109 min,"Horror, Romance, Sci-Fi",6.7,70,24937
The Happytime Murders,23.0,40.0,2018,91 min,"Action, Comedy, Crime",5.4,27,24931
Contracted,53.0,29.0,2013,84 min,"Drama, Horror, Thriller",5.3,48,14317
Hell Fest,40.0,41.0,2018,89 min,"Horror, Thriller",5.5,26,14309
Leatherface: Texas Chainsaw Massacre III,19.0,31.0,1990,85 min,"Horror, Thriller",5.1,30,14304
Better Living Through Chemistry,22.0,38.0,2014,91 min,"Comedy, Drama",6.3,40,14294
Breathe In,56.0,41.0,2013,98 min,"Drama, Romance",6.4,60,14276
Barbershop 2: Back in Business,68.0,48.0,2004,106 min,"Comedy, Drama",5.7,59,14264
Welcome to Collinwood,55.0,56.0,2002,86 min,"Comedy, Crime",6.4,61,14247
The Road Within,45.0,69.0,2014,100 min,"Adventure, Comedy, Drama",7.1,31,14232
Battle in Seattle,56.0,65.0,2007,99 min,"Action, Drama, History",6.7,54,14222
Body of Evidence,8.0,23.0,1992,99 min,"Drama, Thriller",4.5,29,14188
Medianeras,67.0,83.0,2011,95 min,"Comedy, Drama",7.5,60,14169
Come to Daddy,86.0,75.0,2019,96 min,"Comedy, Horror, Mystery",6.0,64,14159
My Fellow Americans,47.0,64.0,1996,101 min,"Adventure, Comedy",6.5,49,14156
Agent Cody Banks 2: Destination London,14.0,31.0,2004,100 min,"Action, Adventure, Comedy",4.6,32,14145
